filename;stream_start;stream_end;dtw_stream2best;dtw_rbm2best;dtw_rbmdtw2best;gain_rbm;gain_rbmdtw;rbm_nodes;rbmdtw_nodes
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;1830;2735;0,007063487;0,005182609;0,002435131;0,362921084;1,900660334;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;1946;2904;0,004104061;0,003050917;0,003279431;0,345189281;0,251455442;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2029;3040;0,096357177;0,078394097;0,066862805;0,229138163;0,441117776;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2142;3206;0,002447436;0,003814931;0,005321222;-0,358458537;-0,540061256;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2275;3392;0,016224959;0,012040274;0,010254913;0,347557356;0,582164528;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2413;3583;0,005352295;0,004114928;0,003793287;0,300701998;0,410991197;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2522;3745;0,007339145;0,000609619;0,000730739;11,0389052;9,043462223;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01KFER0_2_MAG.csv;2705;3981;0,020150381;0,001571347;0,000594967;11,82363588;32,86806637;(328, 110);(328, 110)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;176;317;0,131471782;0,006228469;0,006456454;20,10820367;19,36284586;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;424;630;0,018795807;0,031069927;0,02977859;-0,395048244;-0,368814746;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;508;779;0,041039416;0,053535591;0,048165847;-0,23341808;-0,147956097;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;549;885;0,014707006;0,039920092;0,040606675;-0,631588875;-0,637818021;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;674;1075;0,043557772;0,088528709;0,082564521;-0,507981394;-0,472439595;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;733;1199;0,011732873;0,010450016;0,010351617;0,12276127;0,133433798;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;833;1364;0,060024473;0,045032406;0,046962004;0,332917294;0,278149737;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;892;1488;0,032518342;0,018223087;0,016565709;0,784458494;0,962991249;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;987;1648;0,022802817;0,046387481;0,046387481;-0,508427339;-0,508427339;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1052;1778;0,006425042;0,005277323;0,005468687;0,217481211;0,174878238;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1140;1931;0,033515308;0,035745929;0,035337265;-0,062402109;-0,051559101;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1208;2064;0,03800003;0,031257488;0,030797284;0,215709642;0,233876025;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1286;2207;0,022683924;0,020375848;0,020661819;0,113275085;0,097866741;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1356;2342;0,041941278;0,025815824;0,026312819;0,624634486;0,593948499;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1456;2507;0,013364796;0,028641433;0,028786466;-0,533375432;-0,535726404;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1517;2633;0,010949407;0,01110508;0,014239893;-0,014018159;-0,231075222;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1591;2772;0,076083203;0,059181305;0,056709406;0,285595233;0,341632882;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1646;2892;0,05522009;0,062515003;0,068277986;-0,116690587;-0,191246059;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1745;3056;0,091439615;0,087355708;0,086302668;0,046750314;0,059522448;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1790;3166;0,022347799;0,020637427;0,021306624;0,082877153;0,048866237;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1855;3296;0,034073371;0,01966731;0,020055285;0,732487651;0,698972185;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1927;3433;0,042362319;0,020756388;0,022126462;1,040929195;0,914554536;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;1998;3569;0,031929146;0,03779915;0,044396917;-0,155294595;-0,280825143;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2040;3676;0,03165324;0,047942564;0,063299345;-0,339767479;-0,499943638;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2115;3816;0,068884711;0,040982037;0,041749493;0,680851304;0,649953232;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2180;3946;0,043963421;0,036501481;0,035880751;0,204428442;0,225264818;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2255;4086;0,023953351;0,021589565;0,021809986;0,109487424;0,098274459;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2313;4209;0,061954225;0,060238787;0,061303333;0,028477293;0,010617562;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2403;4364;0,055724285;0,036684115;0,036068545;0,519030391;0,544955151;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2465;4491;0,031046149;0,033903037;0,036725935;-0,08426644;-0,15465327;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2529;4620;0,048230645;0,030324942;0,029309871;0,590461246;0,645542733;(421, 141);(421, 141)
inertial/lower/A/Lshin/A01SQT0_2_MAG.csv;2681;4837;0,282969249;0,149791495;0,148850093;0,889087562;0,901035083;(421, 141);(421, 141)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;48;175;3,452361199;1,741103934;1,741653688;0,982857618;0,982231727;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;129;295;3,01776526;1,289060752;1,31614251;1,341057436;1,292886398;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;218;423;0,182580279;0,289892565;0,289047556;-0,370179504;-0,368338271;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;309;553;0,17362789;0,240811987;0,163036198;-0,278989836;0,064965281;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;390;673;0,13318861;0,092847653;0,119561544;0,434485487;0,113975325;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;472;794;0,531384786;0,554260951;0,568519583;-0,041273275;-0,065318413;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;558;919;0,262674768;0,4665148;0,42779913;-0,436942262;-0,385985737;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;642;1042;0,121149477;0,122387927;0,184358008;-0,010119058;-0,342857529;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;721;1160;0,256701223;0,200570069;0,18572228;0,279858083;0,382177858;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;801;1279;0,101224358;0,319036571;0,339028607;-0,682718639;-0,701428271;(379, 127);(379, 127)
inertial/lower/A/Lshin/A02GAT0_2_MAG.csv;887;1404;0,043273627;0,043071842;0,03345407;0,004684847;0,293523563;(379, 127);(379, 127)
